action,total_yield,cash,trades,parameters,global
ALGS,,,,,
ALGS,,,,,
ALGT,,,,,
ALGT,,,,,
ALGT,,,,,
ALGT,,,,,
ALGT,,,,,
ALGT,,,,,
ALHC,,,,,
ALHC,,,,,
ALHC,,,,,
ALHC,,,,,
ALHC,,,,,
ALHC,,,,,
ALIM,,,,,
ALIM,,,,,
ALIM,,,,,
ALIM,,,,,
ALIM,,,,,
ALIM,,,,,
ALKS,,,,,
ALKS,,,,,
ALKS,,,,,
ALKS,,,,,
ALKS,,,,,
ALKS,,,,,
ALKT,,,,,
ALKT,,,,,
ALKT,,,,,
ALKT,,,,,
ALKT,,,,,
ALKT,,,,,
ALLK,,,,,
ALLK,,,,,
ALLK,,,,,
ALLK,,,,,
ALLK,,,,,
ALLK,,,,,
ALLO,,,,,
ALLO,,,,,
ALLO,,,,,
ALLO,,,,,
ALLO,,,,,
ALLO,,,,,
ALLT,,,,,
ALLT,,,,,
ALLT,,,,,
ALLT,,,,,
ALLT,,,,,
ALLT,,,,,
ALNY,,,,,
ALNY,,,,,
ALNY,,,,,
ALNY,,,,,
ALNY,,,,,
ALNY,,,,,
ALRM,,,,,
ALRM,,,,,
ALRM,,,,,
ALRM,,,,,
ALRM,,,,,
ALRM,,,,,
ALRS,,,,,
ALRS,,,,,
ALRS,,,,,
ALRS,,,,,
ALRS,,,,,
ALRS,,,,,
ALT,,,,,
ALT,,,,,
ALT,,,,,
ALT,,,,,
ALT,,,,,
ALT,,,,,
ALTO,,,,,
ALTO,,,,,
ALTO,,,,,
ALTO,,,,,
ALTO,,,,,
ALTO,,,,,
ALVO,,,,,
ALVO,,,,,
ALVO,,,,,
ALVO,,,,,
ALVO,,,,,
ALVO,,,,,
ALVR,,,,,
ALVR,,,,,
ALVR,,,,,
ALVR,,,,,
ALVR,,,,,
ALVR,,,,,
ALXO,,,,,
ALXO,,,,,
ALXO,,,,,
ALXO,,,,,
ALXO,,,,,
ALXO,,,,,
ALZN,,,,,
ALZN,,,,,
ALZN,,,,,
ALZN,,,,,
ALZN,,,,,
ALZN,,,,,
AMAL,,,,,
AMAL,,,,,
AMAL,,,,,
AMAL,,,,,
AMAL,,,,,
AMAL,,,,,
AMAT,"0,9889760505599999",988.97605056,"{'2023-02-16': {'gain': 0.98897605, 'date': datetime.date(2023, 2, 15), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.04, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.98897605}"
AMAT,,,,,
AMAT,,,,,
AMAT,"1,0428255106000002",1042.8255106000001,"{'2023-11-15': {'gain': 1.04282551, 'date': datetime.date(2023, 11, 13), 'type': 'TP'}}","[{'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 2, 'plus': 1, 'yield': 1.04282551}"
AMAT,"1,11391387639",1113.91387639,"{'2024-02-15': {'gain': 1.11391388, 'date': datetime.date(2024, 2, 13), 'type': 'TP'}}","[{'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 2, 'plus': 1, 'yield': 1.11391388}"
AMAT,"1,0116964679999998",1011.6964679999999,"{'2024-05-21': {'gain': 1.01169647, 'date': datetime.date(2024, 5, 15), 'type': 'end'}}","[{'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 6, 'plus': 1, 'yield': 1.01169647}"
AMBA,,,,,
AMBA,,,,,
AMBA,,,,,
AMBA,,,,,
AMBA,,,,,
AMBA,,,,,
AMD,,,,,
AMD,"1,0229075047500003",1022.9075047500002,"{'2023-05-01': {'gain': 1.04011059, 'date': datetime.date(2023, 4, 27), 'type': 'TP'}, '2023-05-02': {'gain': 0.98346033, 'date': datetime.date(2023, 5, 1), 'type': 'SL'}}",[],"{'trade': 2, 'duree': 5, 'plus': 1, 'yield': 2.02357092}"
AMD,"1,0939299296",1093.9299296,"{'2023-08-01': {'gain': 1.09392993, 'date': datetime.date(2023, 7, 27), 'type': 'TP'}}","[{'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 5, 'plus': 1, 'yield': 1.09392993}"
AMD,,,,,
AMD,"0,98604338045",986.04338045,"{'2024-01-30': {'gain': 0.98604338, 'date': datetime.date(2024, 1, 29), 'type': 'SL'}}","{'before_earning': 3, 'note': 0.24, 'TP': 0.04, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.98604338}"
AMD,"1,0618798017999997",1061.8798017999998,"{'2024-04-29': {'gain': 1.0618798, 'date': datetime.date(2024, 4, 25), 'type': 'TP'}}","[{'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 4, 'plus': 1, 'yield': 1.0618798}"
AMED,,,,,
AMED,,,,,
AMED,,,,,
AMED,,,,,
AMED,,,,,
AMED,,,,,
AMGN,"0,9913130027599999",991.3130027599999,"{'2023-02-01': {'gain': 0.991313, 'date': datetime.date(2023, 1, 30), 'type': 'bad earning'}}","{'before_earning': 5, 'note': 0.24, 'TP': 0.1, 'further_day': 5}","{'trade': 1, 'duree': 2, 'plus': 0, 'yield': 0.991313}"
AMGN,,,,,
AMGN,,,,,
AMGN,,,,,
AMGN,"1,0247465397400002",1024.7465397400003,"{'2024-02-05': {'gain': 1.0414795, 'date': datetime.date(2024, 2, 1), 'type': 'TP'}, '2024-02-06': {'gain': 0.98393347, 'date': datetime.date(2024, 2, 5), 'type': 'SL'}}",[],"{'trade': 2, 'duree': 5, 'plus': 1, 'yield': 2.0254129699999996}"
AMGN,,,,,
AMKR,,,,,
AMKR,,,,,
AMKR,,,,,
AMKR,,,,,
AMKR,,,,,
AMKR,,,,,
AMLX,,,,,
AMLX,,,,,
AMLX,,,,,
AMLX,,,,,
AMLX,,,,,
AMLX,,,,,
AMPG,,,,,
AMPG,,,,,
AMPG,,,,,
AMPG,,,,,
AMPG,,,,,
AMPG,,,,,
AMPH,,,,,
AMPH,,,,,
AMPH,,,,,
AMPH,,,,,
AMPH,,,,,
AMPH,,,,,
AMRK,,,,,
AMRK,,,,,
AMRK,,,,,
AMRK,,,,,
AMRK,,,,,
AMRK,,,,,
AMRN,,,,,
AMRN,,,,,
AMRN,,,,,
AMRN,,,,,
AMRN,,,,,
AMRN,,,,,
AMSF,,,,,
AMSF,,,,,
AMSF,,,,,
AMSF,,,,,
AMSF,,,,,
AMSF,,,,,
AMTX,,,,,
AMTX,,,,,
AMTX,,,,,
AMTX,,,,,
AMTX,,,,,
AMTX,,,,,
AMWD,,,,,
AMWD,,,,,
